FID;ET_X;ET_Y
246;-24.407060000000001;82.968829999999997
247;-24.266829999999999;83.016829999999999
248;-24.167249999999999;83.049149999999997
249;-24.150160000000000;83.064790000000002
250;-24.333500000000001;83.116500000000002
251;-24.483170000000001;83.183499999999995
252;-24.588069999999998;83.224879999999999
253;-24.827230000000000;83.258269999999996
254;-25.605989999999998;83.227689999999996
255;-26.005659999999999;83.193659999999994
256;-26.416830000000001;83.166830000000004
257;-26.549840000000000;83.149829999999994
258;-28.283500000000000;83.133499999999998
259;-28.341799999999999;83.132310000000004
260;-28.570489999999999;83.155680000000004
261;-29.335190000000001;83.184489999999997
262;-29.533329999999999;83.180440000000004
263;-29.683170000000000;83.183499999999995
264;-30.539790000000000;83.199950000000001
265;-29.648160000000001;83.230059999999995
266;-28.949999999999999;83.215819999999994
267;-28.875000000000000;83.217349999999996
268;-28.833500000000001;83.216499999999996
269;-27.749839999999999;83.200170000000000
270;-27.716670000000001;83.199489999999997
271;-27.658329999999999;83.200680000000006
272;-27.616669999999999;83.199830000000006
273;-27.031220000000001;83.211780000000005
274;-26.612890000000000;83.242300000000000
275;-26.250160000000001;83.283500000000004
276;-25.972490000000001;83.301620000000000
277;-25.816830000000000;83.333500000000001
278;-25.716500000000000;83.349829999999997
279;-25.650160000000000;83.366829999999993
280;-25.568470000000001;83.386750000000006
281;-25.533500000000000;83.411299999999997
282;-25.966830000000002;83.449830000000006
283;-26.133170000000000;83.466830000000002
284;-26.491180000000000;83.490189999999998
285;-27.151430000000001;83.546409999999995
286;-27.766500000000001;83.566500000000005
287;-28.700460000000000;83.547439999999995
288;-28.699819999999999;83.516499999999994
289;-29.060400000000001;83.500169999999997
290;-29.233170000000001;83.550169999999994
291;-29.460120000000000;83.568669999999997
292;-29.811119999999999;83.561509999999998
293;-30.103970000000000;83.598939999999999
294;-30.283500000000000;83.616500000000002
295;-30.449839999999998;83.633499999999998
296;-30.670770000000001;83.653149999999997
297;-30.850000000000001;83.649490000000000
298;-31.293949999999999;83.658550000000005
299;-32.020850000000003;83.614879999999999
300;-32.274400000000000;83.647289999999998
301;-32.991259999999997;83.632660000000001
302;-33.299840000000003;83.650170000000003
303;-33.616500000000002;83.666499999999999
304;-34.618670000000002;83.646050000000002
305;-34.902650000000001;83.609750000000005
306;-35.767510000000001;83.627399999999994
307;-36.046439999999997;83.591750000000005
308;-36.373600000000003;83.622140000000002
309;-36.886670000000002;83.611670000000004
310;-37.333170000000003;83.583169999999996
311;-37.736080000000001;83.564380000000000
312;-37.816499999999998;83.527209999999997
313;-37.723799999999997;83.497129999999999
314;-37.290689999999998;83.458609999999993
315;-37.316830000000003;83.433499999999995
316;-37.333170000000003;83.416499999999999
317;-37.402439999999999;83.400170000000003
318;-37.546790000000001;83.449569999999994
319;-37.704050000000002;83.480270000000004
320;-38.272709999999996;83.503469999999993
321;-38.566499999999998;83.533500000000004
322;-38.755710000000001;83.549830000000000
323;-39.050420000000003;83.512159999999994
324;-39.049819999999997;83.482529999999997
325;-39.083500000000001;83.450170000000000
326;-39.106250000000003;83.426490000000001
327;-39.853549999999998;83.441739999999996
328;-39.916499999999999;83.424419999999998
329;-39.866500000000002;83.400170000000003
330;-39.833500000000001;83.376350000000002
331;-40.130350000000000;83.406689999999998
332;-40.470050000000001;83.399760000000001
333;-40.617089999999997;83.362080000000006
334;-40.616210000000002;83.319630000000004
335;-40.429920000000003;83.283270000000002
336;-40.683169999999997;83.275580000000005
337;-40.632520000000000;83.300139999999999
338;-41.116830000000000;83.316500000000005
339;-41.364190000000001;83.339479999999995
340;-41.571140000000000;83.315969999999993
341;-41.633170000000000;83.282190000000000
342;-41.599840000000000;83.250169999999997
343;-41.583500000000001;83.217860000000002
344;-42.383330000000001;83.234179999999995
345;-42.539340000000003;83.230999999999995
346;-42.599840000000000;83.199830000000006
347;-42.639049999999997;83.183499999999995
348;-42.899839999999998;83.216830000000002
349;-43.248309999999996;83.247820000000004
350;-44.009560000000000;83.232290000000006
351;-44.203380000000003;83.199230000000000
352;-44.666829999999997;83.166830000000004
353;-44.716500000000003;83.155130000000000
354;-44.646129999999999;83.132300000000001
355;-44.383170000000000;83.100170000000006
356;-44.366830000000000;83.085499999999996
357;-45.041670000000003;83.121769999999998
358;-45.459080000000000;83.113249999999994
359;-45.550480000000000;83.066170000000000
360;-45.624540000000003;83.067679999999996
361;-45.796790000000001;83.102959999999996
362;-46.190320000000000;83.094930000000005
363;-46.299840000000003;83.065950000000001
364;-46.140259999999998;83.014169999999993
365;-45.982280000000003;82.983329999999995
366;-46.073039999999999;82.966830000000002
367;-46.366500000000002;83.000169999999997
368;-46.637030000000003;83.026629999999997
369;-47.243679999999998;83.014240000000001
370;-47.430959999999999;82.950140000000005
371;-47.642960000000002;82.920550000000006
372;-47.683169999999997;82.899829999999994
373;-47.983780000000003;82.880219999999994
374;-47.982999999999997;82.842169999999996
375;-47.625830000000001;82.803359999999998
376;-47.546180000000000;82.776100000000000
377;-47.183270000000000;82.783500000000004
378;-46.732889999999998;82.763509999999997
379;-46.357819999999997;82.786040000000000
380;-46.075000000000003;82.780270000000002
381;-45.908329999999999;82.783670000000001
382;-45.825000000000003;82.781970000000001
383;-45.566670000000002;82.787239999999997
384;-45.366830000000000;82.783169999999998
385;-44.316499999999998;82.766829999999999
386;-44.290509999999998;82.766300000000001
387;-43.122100000000003;82.797680000000000
388;-42.382759999999998;82.763369999999995
389;-42.116830000000000;82.733170000000001
390;-41.916499999999999;82.716830000000002
391;-41.599379999999996;82.689830000000001
392;-41.314520000000002;82.653419999999997
393;-41.049840000000003;82.633499999999998
394;-40.963529999999999;82.603960000000001
395;-40.544400000000003;82.582359999999994
396;-40.566929999999999;82.516580000000005
397;-40.537649999999999;82.488450000000000
398;-40.799840000000003;82.508910000000000
399;-40.749839999999999;82.533169999999998
400;-40.716830000000002;82.562399999999997
401;-41.278430000000000;82.587389999999999
402;-41.571939999999998;82.617390000000000
403;-41.699840000000002;82.650170000000003
404;-42.022979999999997;82.695279999999997
405;-42.631689999999999;82.682860000000005
406;-42.801639999999999;82.711849999999998
407;-43.258479999999999;82.739789999999999
408;-43.750000000000000;82.729759999999999
409;-44.183329999999998;82.738609999999994
410;-44.866669999999999;82.724660000000000
411;-45.858330000000002;82.744900000000001
412;-46.518990000000002;82.731420000000000
413;-46.549840000000003;82.664990000000003
414;-46.219679999999997;82.614779999999996
415;-45.843930000000000;82.578029999999998
416;-45.809489999999997;82.542190000000005
417;-45.512070000000001;82.496960000000001
418;-45.316220000000001;82.463549999999998
419;-45.316839999999999;82.433170000000004
420;-45.252940000000002;82.402169999999998
421;-44.999839999999999;82.366829999999993
422;-44.900160000000000;82.349829999999997
423;-44.649839999999998;82.316829999999996
424;-44.516829999999999;82.299180000000007
425;-44.617170000000002;82.250500000000002
426;-44.597880000000004;82.213049999999996
427;-45.000419999999998;82.221270000000004
428;-44.999659999999999;82.258330000000001
429;-45.000349999999997;82.292330000000007
430;-45.070700000000002;82.326459999999997
431;-45.343559999999997;82.350729999999999
432;-45.417459999999998;82.400810000000007
433;-45.550159999999998;82.433170000000004
434;-45.680329999999998;82.466530000000006
435;-45.981450000000002;82.499240000000000
436;-46.099840000000000;82.533500000000004
437;-46.225760000000001;82.554000000000002
438;-46.583500000000001;82.583169999999996
439;-46.873449999999998;82.616100000000003
440;-47.487740000000002;82.633170000000007
441;-47.683169999999997;82.599829999999997
442;-48.480730000000001;82.580299999999994
443;-48.533169999999998;82.543970000000002
444;-48.366500000000002;82.516829999999999
445;-48.300159999999998;82.499830000000003
446;-48.219510000000000;82.480170000000001
447;-48.150160000000000;82.433170000000004
448;-48.024670000000000;82.408670000000001
449;-47.872750000000003;82.356669999999994
450;-47.819279999999999;82.301019999999994
451;-47.777630000000002;82.280820000000006
452;-47.466500000000003;82.233500000000006
453;-47.357030000000002;82.205439999999996
454;-46.859580000000001;82.135999999999996
455;-46.539140000000003;82.101179999999999
456;-46.433500000000002;82.083169999999996
457;-46.192200000000000;82.059569999999994
458;-46.120510000000003;81.984949999999998
459;-46.060209999999998;81.955699999999993
460;-45.818980000000003;81.902739999999994
461;-45.783830000000002;81.866169999999997
462;-45.636170000000000;81.830169999999995
463;-45.566830000000003;81.783169999999998
464;-45.533169999999998;81.766829999999999
465;-45.500160000000001;81.749830000000003
466;-45.399839999999998;81.733500000000006
467;-45.282020000000003;81.713409999999996
468;-45.166829999999997;81.682190000000006
469;-45.205010000000001;81.645510000000002
470;-45.555309999999999;81.652659999999997
471;-45.766500000000001;81.700170000000000
472;-46.026899999999998;81.739769999999993
473;-46.366500000000002;81.800169999999994
474;-46.825150000000001;81.823800000000006
475;-46.874670000000002;81.875330000000005
476;-46.907570000000000;81.906940000000006
477;-47.093069999999997;81.952169999999995
478;-47.283499999999997;81.983170000000001
479;-47.488230000000001;82.025099999999995
480;-47.816830000000003;82.049830000000000
481;-47.983170000000001;82.066829999999996
482;-48.300159999999998;82.083169999999996
483;-48.483840000000001;82.100229999999996
484;-48.482880000000002;82.147409999999994
485;-48.600160000000002;82.166499999999999
486;-48.666499999999999;82.183499999999995
487;-48.767000000000003;82.207999999999998
488;-48.816499999999998;82.233500000000006
489;-48.891469999999998;82.257829999999998
490;-49.355310000000003;82.248360000000005
491;-49.515799999999999;82.268870000000007
492;-49.627780000000001;82.359279999999998
493;-49.878570000000003;82.408230000000003
494;-50.133499999999998;82.433170000000004
495;-50.299840000000003;82.450170000000000
496;-50.981760000000001;82.469250000000002
497;-51.200000000000003;82.464799999999997
498;-51.433329999999998;82.469560000000001
499;-51.677259999999997;82.464579999999998
500;-51.816389999999998;82.428920000000005
501;-51.883170000000000;82.381730000000005
502;-51.672789999999999;82.313469999999995
503;-51.700170000000000;82.233480000000000
504;-51.699500000000000;82.200479999999999
505;-51.721299999999999;82.158169999999998
506;-51.616500000000002;82.116829999999993
507;-51.552030000000002;82.083619999999996
508;-51.483170000000001;82.066829999999996
509;-51.416829999999997;82.049830000000000
510;-51.269210000000001;82.013840000000002
511;-51.008670000000002;81.924670000000006
512;-50.883170000000000;81.900170000000003
513;-50.816830000000003;81.885319999999993
514;-51.105800000000002;81.847229999999996
515;-51.266669999999998;81.850510000000000
516;-51.563360000000003;81.844449999999995
517;-51.716500000000003;81.866829999999993
518;-52.018039999999999;81.883170000000007
519;-52.133170000000000;81.854439999999997
520;-51.959690000000002;81.805509999999998
521;-51.933500000000002;81.791309999999996
522;-52.133170000000000;81.816829999999996
523;-52.322299999999998;81.839939999999999
524;-52.783499999999997;81.866500000000002
525;-52.972050000000003;81.887919999999994
526;-52.991669999999999;81.908330000000007
527;-52.334800000000001;81.883499999999998
528;-52.100189999999998;81.915890000000005
529;-52.099649999999997;81.941999999999993
530;-52.217100000000002;81.970630000000000
531;-52.216230000000003;82.013099999999994
532;-52.647770000000001;82.065830000000005
533;-52.683500000000002;82.083169999999996
534;-52.716500000000003;82.100170000000006
535;-53.176519999999996;82.122690000000006
536;-53.268059999999998;82.167090000000002
537;-53.314880000000002;82.215829999999997
538;-53.505989999999997;82.281239999999997
539;-53.999720000000003;82.291319999999999
540;-54.100160000000002;82.266829999999999
541;-54.166499999999999;82.249830000000003
542;-54.299810000000001;82.217330000000004
543;-54.300939999999997;82.162220000000005
544;-54.219169999999998;82.106780000000001
545;-54.121920000000003;82.073499999999996
546;-53.766829999999999;82.033169999999998
547;-53.444760000000002;82.001670000000004
548;-53.250160000000001;81.969989999999996
549;-53.274340000000002;81.940150000000003
550;-53.516829999999999;81.966499999999996
551;-53.810290000000002;81.999830000000003
552;-53.949840000000002;81.936930000000004
553;-53.933500000000002;81.916499999999999
554;-53.876100000000001;81.861350000000002
555;-53.933500000000002;81.833500000000001
556;-53.932839999999999;81.800839999999994
557;-54.058000000000000;81.757999999999996
558;-54.233499999999999;81.733500000000006
559;-54.316499999999998;81.716499999999996
560;-54.457120000000003;81.693610000000007
561;-54.498649999999998;81.650390000000002
562;-54.717460000000003;81.618409999999997
563;-54.750419999999998;81.650080000000003
564;-54.697180000000003;81.667360000000002
565;-54.570560000000000;81.732590000000002
566;-54.435510000000001;81.765510000000006
567;-54.382959999999997;81.799970000000002
568;-54.400210000000001;81.816550000000007
569;-54.383110000000002;81.916799999999995
570;-54.449840000000002;81.960539999999995
571;-54.416829999999997;82.016829999999999
572;-54.382829999999998;82.049509999999998
573;-54.400280000000002;82.083389999999994
574;-54.366830000000000;82.115530000000007
575;-54.416499999999999;82.133499999999998
576;-54.600160000000002;82.183170000000004
577;-54.696109999999997;82.232590000000002
578;-54.771380000000001;82.250940000000000
579;-54.888089999999998;82.290890000000005
580;-55.260289999999998;82.333169999999996
581;-55.828840000000000;82.304429999999996
582;-56.127009999999999;82.268000000000001
583;-56.200159999999997;82.250169999999997
584;-56.218750000000000;82.230819999999994
585;-56.800970000000000;82.242710000000002
586;-56.933500000000002;82.216830000000002
587;-57.028610000000000;82.197350000000000
588;-57.482469999999999;82.206620000000001
589;-57.849840000000000;82.183170000000004
590;-58.266829999999999;82.166830000000004
591;-58.483170000000001;82.149829999999994
592;-58.816830000000003;82.133499999999998
593;-58.983170000000001;82.116500000000002
594;-59.556399999999996;82.086960000000005
595;-59.725830000000002;82.065309999999997
596;-60.142220000000002;82.028279999999995
597;-60.356980000000000;82.036730000000006
598;-60.530329999999999;82.040809999999993
599;-60.795600000000000;82.068929999999995
600;-60.913980000000002;82.090990000000005
601;-61.180889999999998;82.140870000000007
602;-61.280769999999997;82.162059999999997
603;-61.362540000000003;82.187079999999995
604;-61.356670000000001;82.198329999999999
605;-61.187910000000002;82.245930000000001
606;-61.166499999999999;82.266499999999994
607;-61.150160000000000;82.283500000000004
608;-61.116830000000000;82.315529999999995
609;-61.225549999999998;82.374740000000003
610;-61.426920000000003;82.443669999999997
611;-61.830509999999997;82.468360000000004
612;-62.361289999999997;82.507080000000002
613;-63.125480000000003;82.491489999999999
614;-63.163089999999997;82.530630000000002
615;-63.224060000000001;82.571960000000004
616;-63.368409999999997;82.600139999999996
617;-63.445830000000001;82.640020000000007
618;-63.727870000000003;82.695080000000004
619;-63.750459999999997;82.716780000000000
620;-63.519379999999998;82.761889999999994
621;-63.491970000000002;82.815100000000001
622;-63.695590000000003;82.849829999999997
623;-64.103170000000006;82.833380000000005
624;-64.427509999999998;82.778059999999996
625;-64.700159999999997;82.804720000000003
626;-64.783770000000004;82.866699999999994
627;-64.733500000000006;82.891090000000005
628;-64.863780000000006;82.914900000000003
629;-65.216830000000002;82.883499999999998
630;-65.280090000000001;82.850920000000002
631;-65.483329999999995;82.846770000000006
632;-65.727850000000004;82.851759999999999
633;-66.316829999999996;82.800169999999994
634;-66.449839999999995;82.783169999999998
635;-66.650160000000000;82.766829999999999
636;-66.906840000000003;82.734030000000004
637;-67.177009999999996;82.709999999999994
638;-67.366829999999993;82.683499999999995
639;-67.532229999999998;82.659329999999997
640;-68.064089999999993;82.670190000000005
641;-68.399839999999998;82.638999999999996
642;-68.339799999999997;82.680059999999997
643;-67.901060000000001;82.706900000000005
644;-67.463830000000002;82.756559999999993
645;-67.083169999999996;82.783169999999998
646;-66.966830000000002;82.800169999999994
647;-66.799840000000003;82.816500000000005
648;-66.710300000000004;82.839439999999996
649;-66.467039999999997;82.873400000000004
650;-66.466189999999997;82.914890000000000
651;-66.769729999999996;82.943089999999998
652;-67.174999999999997;82.951359999999994
653;-67.362039999999993;82.947540000000004
654;-68.116829999999993;82.966499999999996
655;-68.275459999999995;82.998990000000006
656;-68.649630000000002;83.006630000000001
657;-68.862870000000001;82.979370000000003
658;-69.086510000000004;83.020510000000002
659;-69.558729999999997;83.010880000000000
660;-69.716849999999994;83.049419999999998
661;-69.715840000000000;83.098789999999994
662;-70.553489999999996;83.115889999999993
663;-71.165850000000006;83.073080000000004
664;-71.483170000000001;83.042050000000003
665;-71.450159999999997;83.016499999999994
666;-71.385829999999999;82.995620000000002
667;-71.305049999999994;82.942660000000004
668;-71.627009999999999;82.981999999999999
669;-71.728120000000004;83.006649999999993
670;-71.650160000000000;83.081540000000004
671;-71.799629999999993;83.099480000000000
672;-71.859210000000004;83.100700000000003
673;-72.836429999999993;83.079890000000006
674;-72.983170000000001;83.049830000000000
675;-73.183670000000006;83.025329999999997
676;-73.383170000000007;82.999830000000003
677;-73.633170000000007;82.977599999999995
678;-73.600160000000002;82.949830000000006
679;-73.533159999999995;82.900160000000000
680;-73.533779999999993;82.869550000000004
681;-73.250209999999996;82.818590000000000
682;-73.249499999999998;82.783500000000004
683;-73.416830000000004;82.799830000000000
684;-73.504360000000005;82.817760000000007
685;-73.783810000000003;82.851910000000004
686;-73.782830000000004;82.899659999999997
687;-73.849840000000000;82.916830000000004
688;-73.916830000000004;82.933170000000004
689;-73.983170000000001;82.950170000000000
690;-74.140360000000001;82.972110000000001
691;-74.249840000000006;83.000169999999997
692;-74.383170000000007;83.032669999999996
693;-74.366829999999993;83.050169999999994
694;-74.333500000000001;83.082189999999997
695;-74.553910000000002;83.099829999999997
696;-74.892150000000001;83.073890000000006
697;-75.105649999999997;83.037469999999999
698;-75.393479999999997;83.031599999999997
699;-76.037620000000004;83.056889999999996
700;-76.516670000000005;83.047110000000004
701;-76.967299999999994;83.056309999999996
702;-77.351140000000001;83.031260000000003
703;-77.412040000000005;82.972750000000005
704;-77.258669999999995;82.941329999999994
705;-76.803920000000005;82.900890000000004
706;-76.644170000000003;82.855829999999997
707;-76.567160000000001;82.816170000000000
708;-76.266829999999999;82.774240000000006
709;-76.283169999999998;82.766499999999994
710;-76.366500000000002;82.739459999999994
711;-76.294730000000001;82.706280000000007
712;-75.971310000000003;82.664940000000001
713;-75.550160000000005;82.623750000000001
714;-75.635559999999998;82.585840000000005
715;-75.885880000000000;82.580730000000003
716;-76.058809999999994;82.610230000000001
717;-76.630409999999998;82.675690000000003
718;-76.820859999999996;82.747760000000000
719;-76.945250000000001;82.772049999999993
720;-77.095129999999997;82.849260000000001
721;-77.604470000000006;82.907120000000006
722;-78.083500000000001;82.933170000000004
723;-78.180880000000002;82.966499999999996
724;-78.416830000000004;82.950170000000000
725;-78.569090000000003;82.932869999999994
726;-78.755529999999993;82.936679999999996
727;-79.048890000000000;82.903360000000006
728;-79.287629999999993;82.964540000000000
729;-79.459990000000005;82.968059999999994
730;-79.995130000000003;82.947100000000006
731;-80.150170000000003;82.916830000000004
732;-80.149829999999994;82.899829999999994
733;-80.316500000000005;82.867300000000000
