FID;ET_X;ET_Y
734;-80.283500000000004;82.849829999999997
735;-79.933499999999995;82.815600000000003
736;-80.109129999999993;82.750760000000000
737;-80.438680000000005;82.798919999999995
738;-81.300160000000005;82.816500000000005
739;-81.300160000000005;82.774590000000003
740;-81.249840000000006;82.750169999999997
741;-81.090180000000004;82.667919999999995
742;-80.848159999999993;82.616479999999996
743;-80.783500000000004;82.583169999999996
744;-80.650160000000000;82.545559999999995
745;-80.765289999999993;82.516829999999999
746;-81.050160000000005;82.566500000000005
747;-81.133170000000007;82.600170000000006
748;-81.250159999999994;82.616500000000002
749;-81.359160000000003;82.635090000000005
750;-82.092740000000006;82.674509999999998
751;-82.366500000000002;82.644769999999994
752;-82.349770000000007;82.615809999999996
753;-82.283169999999998;82.583500000000001
754;-82.250159999999994;82.566500000000005
755;-82.066829999999996;82.514790000000005
756;-82.183170000000004;82.499830000000003
757;-82.484589999999997;82.483440000000002
758;-82.554469999999995;82.447450000000003
759;-82.733170000000001;82.389460000000000
760;-82.716830000000002;82.366500000000002
761;-82.666499999999999;82.350170000000006
762;-82.591999999999999;82.324669999999998
763;-82.366500000000002;82.300169999999994
764;-82.250159999999994;82.283169999999998
765;-82.049840000000003;82.266829999999999
766;-81.950159999999997;82.249830000000003
767;-81.849840000000000;82.233500000000006
768;-81.661249999999995;82.201329999999999
769;-81.324520000000007;82.166920000000005
770;-80.998230000000007;82.149169999999998
771;-80.958579999999998;82.107910000000004
772;-80.679990000000004;82.056659999999994
773;-80.450159999999997;82.033169999999998
774;-79.900239999999997;82.003259999999997
775;-79.899500000000003;81.967190000000002
776;-79.973770000000002;81.965670000000003
777;-80.183170000000004;81.983500000000006
778;-80.660600000000002;82.009469999999993
779;-80.966830000000002;82.049830000000000
780;-81.299719999999994;82.094719999999995
781;-81.566829999999996;82.116500000000002
782;-81.699839999999995;82.133499999999998
783;-82.037160000000000;82.172740000000005
784;-82.263919999999999;82.223749999999995
785;-82.607100000000003;82.282290000000003
786;-82.957449999999994;82.289439999999999
787;-83.062870000000004;82.263739999999999
788;-83.018240000000006;82.217280000000002
789;-82.943640000000002;82.198160000000001
790;-82.670929999999998;82.144919999999999
791;-82.707539999999995;82.109759999999994
792;-82.583500000000001;82.079520000000002
793;-82.883849999999995;82.083169999999996
794;-82.853269999999995;82.112539999999996
795;-82.919479999999993;82.134029999999996
796;-83.013900000000007;82.182670000000002
797;-83.116500000000002;82.200170000000000
798;-83.218270000000004;82.216729999999998
799;-83.327820000000003;82.273169999999993
800;-83.492559999999997;82.315389999999994
801;-83.726550000000003;82.349580000000003
802;-84.433949999999996;82.367350000000002
803;-84.731340000000003;82.415760000000006
804;-84.829329999999999;82.449299999999994
805;-85.094290000000001;82.483170000000001
806;-85.401079999999993;82.463579999999993
807;-85.578140000000005;82.413640000000001
808;-85.477230000000006;82.308620000000005
809;-85.383499999999998;82.278199999999998
810;-85.639790000000005;82.238470000000007
811;-86.767629999999997;82.215459999999993
812;-86.866479999999996;82.167500000000004
813;-86.867109999999997;82.136449999999996
814;-86.691730000000007;82.106530000000006
815;-86.033169999999998;82.083500000000001
816;-85.778250000000000;82.050920000000005
817;-85.500159999999994;82.033169999999998
818;-84.716830000000002;81.997110000000006
819;-84.736680000000007;81.980170000000001
820;-84.950000000000003;81.984520000000003
821;-85.090289999999996;81.981660000000005
822;-85.451989999999995;82.002179999999996
823;-85.700159999999997;81.983500000000006
824;-85.720730000000003;81.962100000000007
825;-85.850160000000002;81.983170000000001
826;-85.933170000000004;82.000169999999997
827;-86.083500000000001;82.016499999999994
828;-86.308329999999998;82.045240000000007
829;-86.695899999999995;82.053150000000002
830;-86.967089999999999;82.029030000000006
831;-86.966189999999997;81.985270000000000
832;-87.166880000000006;81.964759999999998
833;-87.166160000000005;81.999600000000001
834;-87.357050000000001;82.064940000000007
835;-87.666669999999996;82.071259999999995
836;-88.125000000000000;82.061899999999994
837;-88.446420000000003;82.068460000000002
838;-88.732339999999994;82.040499999999994
839;-89.023799999999994;82.008830000000003
840;-89.050160000000005;81.983500000000006
841;-89.093599999999995;81.917259999999999
842;-89.246260000000007;81.898610000000005
843;-89.375550000000004;81.846159999999998
844;-89.583500000000001;81.866500000000002
845;-89.679659999999998;81.899420000000006
846;-89.775000000000006;81.901359999999997
847;-89.862920000000003;81.899569999999997
848;-90.219049999999996;81.923820000000006
849;-90.383170000000007;81.899829999999994
850;-90.500159999999994;81.883499999999998
851;-90.649839999999998;81.849829999999997
852;-91.027559999999994;81.833020000000005
853;-91.199839999999995;81.783169999999998
854;-91.558310000000006;81.762529999999998
855;-91.834450000000004;81.678120000000007
856;-91.883110000000002;81.535950000000000
857;-91.883809999999997;81.501880000000000
858;-91.880849999999995;81.455359999999999
859;-91.937470000000005;81.415329999999997
860;-92.001260000000002;81.385040000000004
861;-92.150810000000007;81.318140000000000
862;-92.321929999999995;81.280439999999999
863;-92.533169999999998;81.283500000000004
864;-92.769810000000007;81.302790000000002
865;-93.045590000000004;81.349829999999997
866;-93.366829999999993;81.333500000000001
867;-93.395960000000002;81.303179999999998
868;-93.750330000000005;81.348479999999995
869;-94.159639999999996;81.356830000000002
870;-94.396479999999997;81.286400000000000
871;-94.433170000000004;81.251140000000007
872;-94.366829999999993;81.233170000000001
873;-94.133170000000007;81.216830000000002
874;-93.777310000000000;81.183779999999999
875;-93.488360000000000;81.233059999999995
876;-93.356409999999997;81.235749999999996
877;-93.300160000000005;81.216499999999996
878;-93.066829999999996;81.153400000000005
879;-93.174149999999997;81.084140000000005
880;-93.516790000000000;81.060810000000004
881;-93.795109999999994;81.108279999999993
882;-94.216499999999996;81.082499999999996
883;-94.200159999999997;81.066500000000005
884;-94.050160000000005;81.042079999999999
885;-94.066500000000005;81.033169999999998
886;-94.283500000000004;81.016829999999999
887;-94.400090000000006;80.999799999999993
888;-94.448049999999995;81.024500000000003
889;-94.902479999999997;81.057659999999998
890;-95.171390000000002;81.024799999999999
891;-95.383170000000007;80.933170000000004
892;-95.483170000000001;80.900720000000007
893;-95.450159999999997;80.883170000000007
894;-95.399420000000006;80.866699999999994
895;-95.483170000000001;80.826070000000001
896;-95.440079999999995;80.800820000000002
897;-95.013930000000002;80.782679999999999
898;-94.929739999999995;80.739310000000003
899;-94.483500000000006;80.715040000000002
900;-94.499840000000006;80.699830000000006
901;-94.649839999999998;80.670550000000006
902;-94.521490000000000;80.600949999999997
903;-94.450000000000003;80.599490000000003
904;-94.320939999999993;80.602119999999999
905;-93.950159999999997;80.579440000000005
906;-93.966499999999996;80.549819999999997
907;-94.417050000000003;80.567509999999999
908;-94.736559999999997;80.560990000000004
909;-94.983660000000000;80.609229999999997
910;-94.982500000000002;80.666150000000002
911;-95.080719999999999;80.699780000000004
912;-95.241669999999999;80.703059999999994
913;-95.508330000000001;80.697620000000001
914;-95.794250000000005;80.703450000000004
915;-95.933170000000004;80.680840000000003
916;-95.883499999999998;80.666499999999999
917;-95.467110000000005;80.647090000000006
918;-95.465840000000000;80.584750000000000
919;-95.850160000000002;80.566829999999996
920;-95.866500000000002;80.516499999999994
921;-95.901120000000006;80.499700000000004
922;-95.799840000000003;80.466830000000002
923;-95.750159999999994;80.449830000000006
924;-95.533500000000004;80.385400000000004
925;-95.549840000000003;80.383170000000007
926;-96.200159999999997;80.366829999999993
927;-96.316500000000005;80.349829999999997
928;-96.483170000000001;80.329470000000001
929;-96.461389999999994;80.289969999999997
930;-96.361949999999993;80.265730000000005
931;-96.232270000000000;80.221329999999995
932;-95.739970000000000;80.197239999999994
933;-95.586250000000007;80.144620000000003
934;-95.213989999999995;80.110039999999998
935;-94.875420000000005;80.133709999999994
936;-94.487740000000002;80.199830000000006
937;-94.452910000000003;80.173050000000003
938;-94.661010000000005;80.144000000000005
939;-94.815439999999995;80.113849999999999
940;-94.750159999999994;80.051140000000004
941;-95.110709999999997;80.031679999999994
942;-95.846770000000006;80.050169999999994
943;-96.116829999999993;80.083169999999996
944;-96.262659999999997;80.133080000000007
945;-96.627170000000007;80.140519999999995
946;-96.733170000000001;80.106120000000004
947;-96.706419999999994;80.068529999999996
948;-96.599480000000000;80.033829999999995
949;-96.600499999999997;79.983729999999994
950;-96.492000000000004;79.946590000000000
951;-96.237520000000004;79.951790000000003
952;-96.183499999999995;79.925579999999997
953;-96.225290000000001;79.902349999999998
954;-96.566500000000005;79.881479999999996
955;-98.993129999999994;80.098770000000002
956;-99.740039999999993;80.147160000000000
957;-99.966239999999999;80.051389999999998
958;-100.121200000000000;79.900260000000003
959;-100.669529999999990;79.748660000000001
960;-101.335870000000000;79.565169999999995
961;-101.729699999999990;79.501819999999995
962;-102.399530000000000;79.412880000000001
963;-102.887600000000010;79.357640000000004
964;-103.366500000000000;79.300169999999994
965;-103.820210000000000;79.356480000000005
966;-104.559299999999990;79.320549999999997
967;-105.350160000000000;79.300169999999994
968;-105.383170000000010;79.283169999999998
969;-105.514160000000000;79.219610000000003
970;-105.541330000000000;79.191329999999994
971;-105.599840000000000;79.135130000000004
972;-105.528160000000000;79.053380000000004
973;-105.255280000000000;79.022390000000001
974;-105.939880000000000;78.922100000000000
975;-106.356140000000000;78.831919999999997
976;-107.504160000000000;78.777469999999994
977;-108.064660000000000;78.714879999999994
978;-108.708070000000010;78.671750000000003
979;-109.716470000000000;78.597160000000002
980;-109.818950000000000;78.613740000000007
981;-109.987080000000010;78.681939999999997
982;-110.133500000000000;78.699830000000006
983;-110.323770000000000;78.732290000000006
984;-110.646700000000000;78.738879999999995
985;-110.858000000000000;78.707999999999998
986;-111.064539999999990;78.679169999999999
987;-111.217000000000000;78.641999999999996
988;-111.378690000000010;78.600560000000002
989;-111.483500000000010;78.583500000000001
990;-111.569390000000000;78.554100000000005
991;-111.733170000000000;78.533169999999998
992;-112.289930000000000;78.516130000000004
993;-112.483170000000000;78.483170000000001
994;-112.803150000000000;78.460800000000006
995;-113.006120000000000;78.411320000000003
996;-113.049499999999990;78.366169999999997
997;-113.099830000000000;78.317809999999994
998;-113.528809999999990;78.225690000000000
999;-114.163040000000000;78.103939999999994
1,000;-114.528760000000010;78.016350000000003
1,001;-114.795920000000000;77.929130000000001
1,002;-115.546770000000000;77.704310000000007
1,003;-116.416830000000000;77.582189999999997
1,004;-116.550169999999990;77.566829999999996
1,005;-116.549830000000000;77.549840000000003
1,006;-116.700170000000000;77.516829999999999
1,007;-116.749830000000000;77.499830000000003
1,008;-116.949820000000000;77.467280000000002
1,009;-116.950500000000010;77.433729999999997
1,010;-116.900170000000000;77.416499999999999
1,011;-116.650170000000000;77.399029999999996
1,012;-116.699270000000000;77.350629999999995
1,013;-116.733170000000000;77.333169999999996
1,014;-116.933500000000000;77.316829999999996
1,015;-117.063570000000000;77.283500000000004
1,016;-117.233500000000010;77.299830000000000
1,017;-117.333170000000000;77.316829999999996
1,018;-117.650170000000000;77.333169999999996
1,019;-117.783170000000000;77.350170000000006
1,020;-117.966830000000000;77.366500000000002
1,021;-118.129580000000000;77.399829999999994
1,022;-118.167360000000000;77.383269999999996
1,023;-118.066830000000000;77.363640000000004
1,024;-118.249160000000000;77.344710000000006
1,025;-118.754970000000000;77.355029999999999
1,026;-118.883170000000010;77.333169999999996
1,027;-119.168899999999990;77.309870000000004
1,028;-119.275330000000000;77.275329999999997
1,029;-119.313090000000000;77.236040000000003
1,030;-119.380830000000000;77.190119999999993
1,031;-119.590410000000010;77.118380000000002
1,032;-119.794330000000000;77.068669999999997
1,033;-119.967170000000000;77.000500000000002
1,034;-120.068479999999990;76.948310000000006
1,035;-120.266220000000000;76.884140000000002
1,036;-120.296620000000000;76.852500000000006
1,037;-120.419670000000000;76.789109999999994
1,038;-120.633170000000010;76.749830000000003
1,039;-120.750170000000000;76.733500000000006
1,040;-120.897360000000010;76.690899999999999
1,041;-121.016499999999990;76.666499999999999
1,042;-121.151450000000000;76.650009999999995
1,043;-121.216500000000000;76.616500000000002
1,044;-121.313220000000000;76.569580000000002
1,045;-121.447350000000000;76.467799999999997
1,046;-121.544220000000000;76.434640000000002
1,047;-121.724999999999990;76.430949999999996
1,048;-121.996110000000000;76.436490000000006
1,049;-122.116829999999990;76.416830000000004
1,050;-122.246709999999990;76.383550000000000
1,051;-122.495340000000000;76.353170000000006
1,052;-122.567610000000000;76.299589999999995
1,053;-122.599830000000000;76.233170000000001
1,054;-122.617070000000000;76.216600000000000
1,055;-122.443770000000000;76.143029999999996
1,056;-122.414820000000010;76.115219999999994
1,057;-122.417310000000000;75.993600000000001
1,058;-122.427539999999990;75.930599999999998
1,059;-122.572160000000000;75.809539999999998
1,060;-122.340040000000000;75.636189999999999
1,061;-122.218570000000000;75.435440000000000
1,062;-122.063730000000010;75.334080000000000
1,063;-121.830910000000000;75.061250000000001
1,064;-121.700120000000000;74.849810000000005
1,065;-121.625950000000000;74.745459999999994
1,066;-121.583990000000000;74.683909999999997
1,067;-121.572710000000000;74.625000000000000
1,068;-121.660270000000000;74.553780000000003
1,069;-121.899829999999990;74.516499999999994
1,070;-122.066830000000000;74.500169999999997
1,071;-122.183170000000000;74.483170000000001
1,072;-122.583500000000000;74.466830000000002
1,073;-122.740830000000000;74.448960000000000
1,074;-123.077430000000010;74.455830000000006
1,075;-123.623859999999990;74.415959999999998
1,076;-123.673460000000010;74.416970000000006
1,077;-124.211580000000000;74.390630000000002
1,078;-124.507790000000000;74.332809999999995
1,079;-124.483290000000000;74.232309999999998
1,080;-124.434169999999990;74.185109999999995
1,081;-124.416490000000000;74.133480000000006
1,082;-124.417320000000000;74.092889999999997
1,083;-124.168670000000010;73.951920000000001
1,084;-124.068990000000000;73.871449999999996
1,085;-123.859590000000000;73.842219999999998
1,086;-123.783500000000000;73.769109999999998
1,087;-123.816500000000000;73.733170000000001
1,088;-123.872519999999990;73.696439999999996
1,089;-124.064359999999990;73.550870000000003
1,090;-124.100170000000010;73.533500000000004
1,091;-124.133170000000010;73.516499999999994
1,092;-124.248160000000000;73.494050000000001
1,093;-124.350170000000010;73.433499999999995
1,094;-124.416500000000000;73.383170000000007
1,095;-124.481080000000010;73.351830000000007
1,096;-124.500170000000000;73.333500000000001
1,097;-124.557850000000000;73.245519999999999
1,098;-124.666390000000010;73.171940000000006
1,099;-124.883170000000010;73.101600000000005
1,100;-124.861819999999990;73.033929999999998
1,101;-124.529770000000000;73.012259999999998
1,102;-124.450170000000000;72.935779999999994
1,103;-124.516499999999990;72.916499999999999
1,104;-124.752740000000000;72.890829999999994
1,105;-124.983090000000000;72.853330000000000
1,106;-124.983510000000000;72.833179999999999
1,107;-124.950170000000000;72.735780000000005
1,108;-124.966500000000000;72.683170000000004
1,109;-124.987880000000000;72.641670000000005
1,110;-124.950170000000000;72.568460000000002
1,111;-125.113650000000010;72.504589999999993
1,112;-125.200170000000000;72.483500000000006
1,113;-125.233170000000000;72.466499999999996
1,114;-125.266830000000000;72.450170000000000
1,115;-125.299830000000000;72.433170000000004
1,116;-125.372960000000010;72.409440000000004
1,117;-125.529929999999990;72.271349999999998
1,118;-125.650679999999990;72.241910000000004
1,119;-125.649829999999990;72.199839999999995
1,120;-125.740810000000000;72.140190000000004
1,121;-125.681290000000000;72.083010000000002
1,122;-125.799830000000000;71.969110000000001
1,123;-125.715560000000000;71.962440000000001
1,124;-126.072480000000000;71.782330000000002
1,125;-126.448500000000000;71.430459999999997
1,126;-127.177790000000000;71.044899999999998
1,127;-127.443280000000000;70.806290000000004
1,128;-127.935700000000000;70.568150000000003
1,129;-128.020050000000000;70.566429999999997
1,130;-128.171510000000010;70.527609999999996
1,131;-128.216500000000000;70.432190000000006
1,132;-128.181080000000010;70.398169999999993
1,133;-128.083149999999990;70.350650000000002
1,134;-128.084460000000010;70.286609999999996
1,135;-127.914440000000000;70.253420000000006
1,136;-127.648790000000010;70.233419999999995
1,137;-127.769540000000010;70.203990000000005
1,138;-128.083499999999990;70.183499999999995
1,139;-128.134150000000010;70.149169999999998
1,140;-128.310550000000010;70.152770000000004
1,141;-128.417499999999990;70.116159999999994
1,142;-128.416460000000000;70.064830000000001
1,143;-128.318919999999990;69.971119999999999
1,144;-128.389659999999990;69.948170000000005
1,145;-128.571079999999990;69.912750000000003
1,146;-128.716500000000000;69.849829999999997
1,147;-128.784349999999990;69.833290000000005
1,148;-128.848230000000000;69.766810000000007
1,149;-128.984330000000000;69.740240000000000
1,150;-128.983070000000000;69.678740000000005
1,151;-129.230369999999990;69.683779999999999
1,152;-129.249830000000000;69.783500000000004
1,153;-129.267349999999990;69.817499999999995
1,154;-129.343330000000010;69.815950000000001
1,155;-129.599830000000000;69.783169999999998
1,156;-129.733499999999990;69.766829999999999
1,157;-129.833170000000000;69.749830000000003
1,158;-130.000170000000000;69.733500000000006
1,159;-130.083170000000000;69.699830000000006
1,160;-130.308300000000000;69.679810000000003
1,161;-130.412260000000000;69.626260000000002
1,162;-130.433480000000000;69.582520000000002
1,163;-130.500170000000000;69.550169999999994
1,164;-130.584790000000000;69.481849999999994
1,165;-130.623240000000010;69.402609999999996
1,166;-130.758670000000000;69.358670000000004
1,167;-130.783170000000010;69.333169999999996
1,168;-130.835500000000000;69.298850000000002
1,169;-130.900830000000010;69.300190000000001
1,170;-130.933169999999990;69.366829999999993
1,171;-130.950170000000010;69.399829999999994
1,172;-130.967800000000010;69.436179999999993
1,173;-130.966489999999990;69.500150000000005
1,174;-130.989470000000010;69.544759999999997
1,175;-130.820889999999990;69.611249999999998
1,176;-130.768360000000000;69.665930000000003
1,177;-130.683169999999990;69.716499999999996
1,178;-130.619440000000000;69.813699999999997
1,179;-130.499830000000000;69.833169999999996
1,180;-130.362349999999990;69.856620000000007
1,181;-130.286070000000000;69.817319999999995
1,182;-130.232190000000000;69.800169999999994
1,183;-130.187130000000000;69.847070000000002
1,184;-130.266830000000000;69.866500000000002
1,185;-130.316499999999990;69.881900000000002
1,186;-130.133170000000010;69.899829999999994
1,187;-130.066489999999990;69.934179999999998
1,188;-130.016670000000000;69.933160000000001
1,189;-129.799650000000010;69.937590000000000
1,190;-129.599279999999990;70.006180000000001
1,191;-129.600510000000010;70.066670000000002
1,192;-129.558860000000010;70.086870000000005
1,193;-129.650170000000000;70.116500000000002
1,194;-129.686360000000010;70.135140000000007
1,195;-129.790130000000000;70.133020000000002
1,196;-129.952550000000000;70.034530000000004
1,197;-130.274120000000010;70.003079999999997
1,198;-130.350010000000000;70.042180000000002
1,199;-130.552449999999990;70.066500000000005
1,200;-130.656420000000000;70.030910000000006
1,201;-130.791670000000010;70.033670000000001
1,202;-130.817829999999990;70.033140000000003
1,203;-130.849830000000000;69.999830000000003
1,204;-131.071069999999990;69.975800000000007
1,205;-131.100609999999990;69.914900000000003
1,206;-131.168460000000010;69.883499999999998
1,207;-131.249670000000010;69.925330000000002
1,208;-131.305530000000000;69.952439999999996
1,209;-131.451500000000010;69.949460000000002
1,210;-131.491950000000000;69.907359999999997
1,211;-131.667170000000000;69.850499999999997
1,212;-131.754750000000000;69.805380000000000
1,213;-131.949340000000010;69.767390000000006
1,214;-132.021660000000000;69.718369999999993
1,215;-132.144600000000000;69.698359999999994
1,216;-132.235950000000000;69.700220000000002
1,217;-132.333170000000000;69.733500000000006
1,218;-132.518890000000000;69.749830000000003
1,219;-132.616500000000000;69.698859999999996
1,220;-132.582480000000000;69.666169999999994
1,221;-132.484280000000010;69.668180000000007
1,222;-132.466829999999990;69.647109999999998
1,223;-132.625000000000000;69.650340000000000
1,224;-132.716669999999990;69.648470000000003
1,225;-132.849999999999990;69.651190000000000
1,226;-132.918540000000010;69.649789999999996
1,227;-133.030130000000010;69.592309999999998
1,228;-132.999500000000010;69.532849999999996
1,229;-133.000850000000010;69.466830000000002
1,230;-132.954739999999990;69.444460000000007
1,231;-132.985230000000000;69.415180000000007
1,232;-133.096570000000010;69.417450000000002
1,233;-133.298970000000000;69.382919999999999
1,234;-133.395280000000010;69.402649999999994
1,235;-133.605650000000000;69.398349999999994
1,236;-133.701750000000000;69.348839999999996
1,237;-133.800000000000010;69.350849999999994
1,238;-133.870250000000000;69.349419999999995
1,239;-133.966500000000000;69.299830000000000
1,240;-134.025440000000000;69.280709999999999
1,241;-134.066499999999990;69.293229999999994
1,242;-133.991670000000000;69.325000000000003
1,243;-133.976699999999990;69.371120000000005
1,244;-133.819170000000010;69.447550000000007
1,245;-133.783500000000000;69.513249999999999
1,246;-133.966829999999990;69.533169999999998
1,247;-133.997530000000010;69.565119999999993
1,248;-133.849830000000000;69.583169999999996
1,249;-133.833499999999990;69.592240000000004
1,250;-133.886850000000010;69.618129999999994
1,251;-133.984829999999990;69.616129999999998
1,252;-134.016500000000010;69.583169999999996
1,253;-134.107660000000010;69.538939999999997
1,254;-134.239100000000010;69.572630000000004
1,255;-134.216170000000010;69.617149999999995
1,256;-134.217050000000000;69.660430000000005
1,257;-134.333499999999990;69.683170000000004
1,258;-134.409310000000000;69.702590000000001
1,259;-134.483170000000000;69.698210000000003
1,260;-134.449270000000010;69.632400000000004
1,261;-134.530229999999990;69.554609999999997
1,262;-134.644780000000000;69.526690000000002
1,263;-134.599830000000000;69.483500000000006
1,264;-134.591669999999990;69.474999999999994
1,265;-134.584560000000010;69.465440000000001
1,266;-134.505930000000010;69.434560000000005
1,267;-134.491060000000000;69.498779999999996
1,268;-160.025000000000010;70.375000000000000
1,269;-160.045320000000000;70.369299999999996
1,270;-160.030700000000000;70.354680000000002
1,271;-159.907999999999990;70.358670000000004
1,272;-159.883500000000000;70.333169999999996
1,273;-159.838539999999990;70.316829999999996
1,274;-159.884710000000010;70.384950000000003
1,275;-159.797750000000010;70.468500000000006
1,276;-159.732310000000010;70.500249999999994
1,277;-159.802609999999990;70.534350000000003
1,278;-159.865450000000010;70.599750000000000
1,279;-159.950170000000010;70.633170000000007
1,280;-159.983170000000000;70.658850000000001
1,281;-159.783170000000010;70.733170000000001
1,282;-159.689280000000000;70.771249999999995
1,283;-159.536070000000000;70.820970000000003
1,284;-159.234190000000010;70.857860000000002
1,285;-159.183500000000010;70.835830000000001
1,286;-159.351609999999990;70.808459999999997
1,287;-159.399830000000010;70.782190000000000
1,288;-159.352190000000010;70.736419999999995
1,289;-159.233479999999990;70.766840000000002
1,290;-159.166670000000010;70.765479999999997
1,291;-159.077300000000010;70.767300000000006
1,292;-158.907739999999990;70.802030000000002
1,293;-158.754269999999990;70.798900000000003
1,294;-158.157919999999990;70.825370000000007
1,295;-157.776129999999990;70.874170000000007
1,296;-157.700170000000010;70.900170000000003
1,297;-157.583170000000000;70.933170000000004
1,298;-157.526400000000000;70.952600000000004
1,299;-157.295500000000000;71.017719999999997
1,300;-157.196319999999990;71.068820000000002
1,301;-157.033170000000010;71.133170000000007
1,302;-157.016240000000010;71.168059999999997
1,303;-156.977589999999990;71.205190000000002
1,304;-156.798859999999990;71.281059999999997
1,305;-156.677619999999990;71.316500000000005
1,306;-156.433500000000010;71.266499999999994
1,307;-156.216500000000000;71.250169999999997
1,308;-156.114489999999990;71.232770000000002
1,309;-156.066830000000010;71.183170000000004
1,310;-155.629840000000000;71.166049999999998
1,311;-155.533500000000000;71.098860000000002
1,312;-155.568220000000000;71.065500000000000
1,313;-155.666830000000000;71.033500000000004
1,314;-155.760369999999990;70.985309999999998
1,315;-156.100169999999990;70.966830000000002
1,316;-156.149830000000010;70.949830000000006
1,317;-156.216829999999990;70.933499999999995
1,318;-156.266500000000010;70.915530000000004
1,319;-156.233160000000000;70.883489999999995
1,320;-156.233510000000000;70.866510000000005
1,321;-156.216500000000000;70.850170000000006
1,322;-156.200170000000010;70.833169999999996
1,323;-156.027250000000010;70.812039999999996
1,324;-155.970339999999990;70.752799999999993
1,325;-155.850169999999990;70.735129999999998
1,326;-155.891789999999990;70.815929999999994
1,327;-155.727949999999990;70.833730000000003
1,328;-155.697390000000010;70.833110000000005
1,329;-155.598270000000010;70.799180000000007
1,330;-155.433330000000010;70.802549999999997
1,331;-155.276080000000010;70.799340000000001
1,332;-155.250170000000000;70.845749999999995
1,333;-155.483499999999990;70.866500000000002
1,334;-155.508160000000000;70.917330000000007
1,335;-155.426320000000000;70.970990000000000
1,336;-155.281540000000010;71.016499999999994
1,337;-155.216829999999990;70.983170000000001
1,338;-155.172820000000000;70.966830000000002
1,339;-155.083499999999990;70.992739999999998
1,340;-155.166830000000000;71.033169999999998
1,341;-155.200500000000010;71.050510000000003
1,342;-155.199810000000010;71.084519999999998
1,343;-155.106450000000000;71.082620000000006
1,344;-155.033500000000000;71.033169999999998
1,345;-154.995810000000010;71.014880000000005
1,346;-154.841669999999990;71.018029999999996
1,347;-154.701560000000000;71.015169999999998
1,348;-154.616829999999990;70.990600000000001
1,349;-154.700170000000010;70.950170000000000
1,350;-154.724670000000000;70.924670000000006
1,351;-154.813390000000000;70.895870000000002
1,352;-154.763759999999990;70.848190000000002
1,353;-154.658330000000010;70.850340000000003
1,354;-154.631499999999990;70.849789999999999
1,355;-154.583499999999990;70.799830000000000
1,356;-154.266500000000010;70.783500000000004
1,357;-154.230950000000010;70.765190000000004
1,358;-154.113419999999990;70.767579999999995
1,359;-154.043290000000010;70.803709999999995
1,360;-153.934640000000000;70.877359999999996
1,361;-153.747549999999990;70.899829999999994
1,362;-153.650170000000000;70.866500000000002
1,363;-153.578039999999990;70.848920000000007
1,364;-153.458959999999990;70.851349999999996
1,365;-153.333499999999990;70.883499999999998
1,366;-153.164220000000000;70.899829999999994
1,367;-153.066830000000010;70.866500000000002
1,368;-152.975310000000010;70.848630000000000
1,369;-152.900000000000010;70.850170000000006
1,370;-152.787710000000000;70.847880000000004
1,371;-152.695100000000000;70.785100000000000
1,372;-152.568410000000000;70.850359999999995
1,373;-152.285370000000000;70.821430000000007
1,374;-152.266830000000000;70.782669999999996
1,375;-152.423640000000010;70.744450000000001
1,376;-152.482830000000010;70.682829999999996
1,377;-152.616840000000000;70.650160000000000
1,378;-152.616480000000000;70.632700000000000
1,379;-152.448900000000010;70.599990000000005
1,380;-152.550170000000010;70.583500000000001
1,381;-152.583170000000000;70.553619999999995
1,382;-152.407680000000000;70.533500000000004
1,383;-151.901900000000010;70.573250000000002
1,384;-151.830170000000010;70.548689999999993
1,385;-151.800170000000010;70.515349999999998
1,386;-151.900170000000000;70.466830000000002
1,387;-151.916500000000010;70.452150000000003
1,388;-151.516500000000010;70.433499999999995
1,389;-151.395670000000000;70.384490000000000
1,390;-151.222680000000000;70.365690000000001
1,391;-151.164790000000010;70.366870000000006
1,392;-151.068180000000010;70.416650000000004
1,393;-150.949829999999990;70.433170000000004
1,394;-150.858330000000000;70.456620000000001
1,395;-150.725779999999990;70.422640000000001
1,396;-150.616680000000000;70.466890000000006
1,397;-150.566830000000010;70.449830000000006
1,398;-150.502710000000010;70.429029999999997
1,399;-150.098860000000000;70.437269999999998
1,400;-149.929759999999990;70.480609999999999
1,401;-149.710209999999990;70.502080000000007
1,402;-149.441669999999990;70.496600000000001
1,403;-149.251920000000010;70.500470000000007
1,404;-149.117770000000010;70.480869999999996
1,405;-149.000170000000000;70.433170000000004
1,406;-148.949829999999990;70.416830000000004
1,407;-148.900170000000000;70.399829999999994
1,408;-148.846239999999990;70.383499999999998
1,409;-148.659410000000010;70.421769999999995
1,410;-148.614520000000000;70.398640000000000
1,411;-148.499599999999990;70.361350000000002
1,412;-148.500460000000000;70.319199999999995
1,413;-148.380889999999990;70.300169999999994
1,414;-148.283500000000000;70.333500000000001
1,415;-148.230889999999990;70.349829999999997
1,416;-148.133500000000000;70.316500000000005
1,417;-147.983170000000000;70.300169999999994
1,418;-147.916830000000000;70.283169999999998
1,419;-147.849830000000000;70.266829999999999
1,420;-147.833499999999990;70.249830000000003
1,421;-147.779720000000000;70.223740000000006
1,422;-147.466500000000000;70.200170000000000
1,423;-147.316830000000010;70.183170000000004
1,424;-147.100979999999990;70.162049999999994
